evidence_id,city,asset_id,asset_name,asset_type,manufacturing_uid,package_id,phase,qa_uid,qa_gate_id,qa_stage,hold_point,required_result,release_authority,evidence_required,blocks_successors,predecessor_uids,material_count,material_sources,acceptance_use
samawah:SAM-SW-013:sw-10-turnout-build:VERIFY,samawah,SAM-SW-013,sw-line-1-0985-0109-s025566-yd-11,switch,samawah:SAM-SW-013:sw-10-turnout-build,sw-10-turnout-build,track-civil,samawah:SAM-SW-013:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
samawah:SAM-TRK-L1-009:trk-30-trackform-rail:VERIFY,samawah,SAM-TRK-L1-009,line-1 section 009,track-section,samawah:SAM-TRK-L1-009:trk-30-trackform-rail,trk-30-trackform-rail,track-civil,samawah:SAM-TRK-L1-009:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,samawah:SAM-TRK-L1-009:trk-20-subgrade-drainage,5,project_kit:5,"civil, track, switch, and route-section acceptance"
samawah:SAM-WPT-L1-008:wpt-10-cabinet-bench:VERIFY,samawah,SAM-WPT-L1-008,line-1 waypoint 008,waypoint,samawah:SAM-WPT-L1-008:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,samawah:SAM-WPT-L1-008:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-EN-012:en-20-energy-commission:VERIFY,samawah,SAM-EN-012,energy site at line-1-0985-0109-s025566,energy,samawah:SAM-EN-012:en-20-energy-commission,en-20-energy-commission,energy,samawah:SAM-EN-012:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,samawah:SAM-EN-012:en-10-energy-build,4,project_kit:4,"energy, charging, earthing, protection, and interconnection acceptance"
samawah:SAM-RS-L1-001:rs-20-carbody-bogie:VERIFY,samawah,SAM-RS-L1-001,line-1 trainset 001,rolling-stock,samawah:SAM-RS-L1-001:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,samawah:SAM-RS-L1-001:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,samawah:SAM-RS-L1-001:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
samawah:SAM-RS-L1-001:rs-25-clip-on-body:VERIFY,samawah,SAM-RS-L1-001,line-1 trainset 001,rolling-stock,samawah:SAM-RS-L1-001:rs-25-clip-on-body,rs-25-clip-on-body,rolling-stock,samawah:SAM-RS-L1-001:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,samawah:SAM-RS-L1-001:rs-20-carbody-bogie,4,rolling_stock_bom:4,rolling-stock acceptance and trainset release
samawah:SAM-SIG-004:wpt-20-install-commission:VERIFY,samawah,SAM-SIG-004,station systems node line-1-0352-0525-s004655,signalling-comms,samawah:SAM-SIG-004:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,samawah:SAM-SIG-004:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-SIG-004:wpt-10-cabinet-bench; samawah:SAM-TRK-L1-003:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-ST-010:st-20-mep-passenger-systems:VERIFY,samawah,SAM-ST-010,حي الاساتذة,station,samawah:SAM-ST-010:st-20-mep-passenger-systems,st-20-mep-passenger-systems,stations,samawah:SAM-ST-010:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,samawah:SAM-ST-010:st-10-civil-structure,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
samawah:SAM-SW-011:sw-20-install-proof:VERIFY,samawah,SAM-SW-011,sw-line-1-0985-0109-s025566-yd-09,switch,samawah:SAM-SW-011:sw-20-install-proof,sw-20-install-proof,track-civil,samawah:SAM-SW-011:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,samawah:SAM-SW-011:sw-10-turnout-build; samawah:SAM-TRK-L1-013:trk-30-trackform-rail,4,project_kit:4,"civil, track, switch, and route-section acceptance"
samawah:SAM-TRK-L1-011:trk-20-subgrade-drainage:VERIFY,samawah,SAM-TRK-L1-011,line-1 section 011,track-section,samawah:SAM-TRK-L1-011:trk-20-subgrade-drainage,trk-20-subgrade-drainage,track-civil,samawah:SAM-TRK-L1-011:qa-21-earthworks-drainage,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.",pass,civil QA lead,"compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",yes,samawah:SAM-TRK-L1-011:trk-10-survey-utility,5,project_kit:5,"civil, track, switch, and route-section acceptance"
samawah:SAM-WPT-L1-006:wpt-20-install-commission:VERIFY,samawah,SAM-WPT-L1-006,line-1 waypoint 006,waypoint,samawah:SAM-WPT-L1-006:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,samawah:SAM-WPT-L1-006:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-WPT-L1-006:wpt-10-cabinet-bench; samawah:SAM-TRK-L1-006:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-SIG-007:wpt-10-cabinet-bench:VERIFY,samawah,SAM-SIG-007,station systems node line-1-0493-0475-s009151,signalling-comms,samawah:SAM-SIG-007:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,samawah:SAM-SIG-007:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-SW-014:sw-10-turnout-build:VERIFY,samawah,SAM-SW-014,sw-line-1-0985-0109-s025566-yd-12,switch,samawah:SAM-SW-014:sw-10-turnout-build,sw-10-turnout-build,track-civil,samawah:SAM-SW-014:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
samawah:SAM-TRK-L1-013:trk-10-survey-utility:VERIFY,samawah,SAM-TRK-L1-013,line-1 section 013,track-section,samawah:SAM-TRK-L1-013:trk-10-survey-utility,trk-10-survey-utility,track-civil,samawah:SAM-TRK-L1-013:qa-20-survey-geotech,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",pass,civil owner engineer,"topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,3,project_kit:3,"civil, track, switch, and route-section acceptance"
samawah:SAM-WPT-L1-009:wpt-10-cabinet-bench:VERIFY,samawah,SAM-WPT-L1-009,line-1 waypoint 009,waypoint,samawah:SAM-WPT-L1-009:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,samawah:SAM-WPT-L1-009:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-SIG-005:wpt-20-install-commission:VERIFY,samawah,SAM-SIG-005,station systems node line-1-0371-0479-s006059,signalling-comms,samawah:SAM-SIG-005:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,samawah:SAM-SIG-005:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-SIG-005:wpt-10-cabinet-bench; samawah:SAM-TRK-L1-004:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-SW-012:sw-20-install-proof:VERIFY,samawah,SAM-SW-012,sw-line-1-0985-0109-s025566-yd-10,switch,samawah:SAM-SW-012:sw-20-install-proof,sw-20-install-proof,track-civil,samawah:SAM-SW-012:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,samawah:SAM-SW-012:sw-10-turnout-build; samawah:SAM-TRK-L1-013:trk-30-trackform-rail,4,project_kit:4,"civil, track, switch, and route-section acceptance"
samawah:SAM-TRK-L1-010:trk-30-trackform-rail:VERIFY,samawah,SAM-TRK-L1-010,line-1 section 010,track-section,samawah:SAM-TRK-L1-010:trk-30-trackform-rail,trk-30-trackform-rail,track-civil,samawah:SAM-TRK-L1-010:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,samawah:SAM-TRK-L1-010:trk-20-subgrade-drainage,5,project_kit:5,"civil, track, switch, and route-section acceptance"
samawah:SAM-WPT-L1-007:wpt-20-install-commission:VERIFY,samawah,SAM-WPT-L1-007,line-1 waypoint 007,waypoint,samawah:SAM-WPT-L1-007:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,samawah:SAM-WPT-L1-007:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-WPT-L1-007:wpt-10-cabinet-bench; samawah:SAM-TRK-L1-007:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-EN-014:en-10-energy-build:VERIFY,samawah,SAM-EN-014,energy site at line-2-0330-0439-s002009,energy,samawah:SAM-EN-014:en-10-energy-build,en-10-energy-build,energy,samawah:SAM-EN-014:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,6,project_kit:6,"energy, charging, earthing, protection, and interconnection acceptance"
samawah:SAM-RS-L1-003:rs-10-material-kit:VERIFY,samawah,SAM-RS-L1-003,line-1 trainset 003,rolling-stock,samawah:SAM-RS-L1-003:rs-10-material-kit,rs-10-material-kit,rolling-stock,samawah:SAM-RS-L1-003:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
samawah:SAM-SIG-008:wpt-10-cabinet-bench:VERIFY,samawah,SAM-SIG-008,station systems node line-1-0519-0428-s010925,signalling-comms,samawah:SAM-SIG-008:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,samawah:SAM-SIG-008:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-ST-012:st-10-civil-structure:VERIFY,samawah,SAM-ST-012,line-1-0814-0273-s019160,station,samawah:SAM-ST-012:st-10-civil-structure,st-10-civil-structure,stations,samawah:SAM-ST-012:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,samawah:SAM-TRK-L1-011:trk-10-survey-utility,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
samawah:SAM-SW-015:sw-10-turnout-build:VERIFY,samawah,SAM-SW-015,sw-line-1-0985-0109-s025566-yd-13,switch,samawah:SAM-SW-015:sw-10-turnout-build,sw-10-turnout-build,track-civil,samawah:SAM-SW-015:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
samawah:SAM-TRK-L1-012:trk-20-subgrade-drainage:VERIFY,samawah,SAM-TRK-L1-012,line-1 section 012,track-section,samawah:SAM-TRK-L1-012:trk-20-subgrade-drainage,trk-20-subgrade-drainage,track-civil,samawah:SAM-TRK-L1-012:qa-21-earthworks-drainage,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.",pass,civil QA lead,"compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",yes,samawah:SAM-TRK-L1-012:trk-10-survey-utility,5,project_kit:5,"civil, track, switch, and route-section acceptance"
samawah:SAM-WPT-L1-010:wpt-10-cabinet-bench:VERIFY,samawah,SAM-WPT-L1-010,line-1 waypoint 010,waypoint,samawah:SAM-WPT-L1-010:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,samawah:SAM-WPT-L1-010:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-EN-013:en-20-energy-commission:VERIFY,samawah,SAM-EN-013,energy site at line-2-0275-0378-s000000,energy,samawah:SAM-EN-013:en-20-energy-commission,en-20-energy-commission,energy,samawah:SAM-EN-013:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,samawah:SAM-EN-013:en-10-energy-build,4,project_kit:4,"energy, charging, earthing, protection, and interconnection acceptance"
samawah:SAM-RS-L1-002:rs-20-carbody-bogie:VERIFY,samawah,SAM-RS-L1-002,line-1 trainset 002,rolling-stock,samawah:SAM-RS-L1-002:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,samawah:SAM-RS-L1-002:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,samawah:SAM-RS-L1-002:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
samawah:SAM-RS-L1-002:rs-25-clip-on-body:VERIFY,samawah,SAM-RS-L1-002,line-1 trainset 002,rolling-stock,samawah:SAM-RS-L1-002:rs-25-clip-on-body,rs-25-clip-on-body,rolling-stock,samawah:SAM-RS-L1-002:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,samawah:SAM-RS-L1-002:rs-20-carbody-bogie,4,rolling_stock_bom:4,rolling-stock acceptance and trainset release
samawah:SAM-SIG-006:wpt-20-install-commission:VERIFY,samawah,SAM-SIG-006,station systems node line-1-0419-0475-s007291,signalling-comms,samawah:SAM-SIG-006:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,samawah:SAM-SIG-006:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-SIG-006:wpt-10-cabinet-bench; samawah:SAM-TRK-L1-005:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-ST-011:st-20-mep-passenger-systems:VERIFY,samawah,SAM-ST-011,ال معالي خلف السكة,station,samawah:SAM-ST-011:st-20-mep-passenger-systems,st-20-mep-passenger-systems,stations,samawah:SAM-ST-011:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,samawah:SAM-ST-011:st-10-civil-structure,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
samawah:SAM-SW-013:sw-20-install-proof:VERIFY,samawah,SAM-SW-013,sw-line-1-0985-0109-s025566-yd-11,switch,samawah:SAM-SW-013:sw-20-install-proof,sw-20-install-proof,track-civil,samawah:SAM-SW-013:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,samawah:SAM-SW-013:sw-10-turnout-build; samawah:SAM-TRK-L1-013:trk-30-trackform-rail,4,project_kit:4,"civil, track, switch, and route-section acceptance"
samawah:SAM-TRK-L2-001:trk-10-survey-utility:VERIFY,samawah,SAM-TRK-L2-001,line-2 section 001,track-section,samawah:SAM-TRK-L2-001:trk-10-survey-utility,trk-10-survey-utility,track-civil,samawah:SAM-TRK-L2-001:qa-20-survey-geotech,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",pass,civil owner engineer,"topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,3,project_kit:3,"civil, track, switch, and route-section acceptance"
samawah:SAM-WPT-L1-008:wpt-20-install-commission:VERIFY,samawah,SAM-WPT-L1-008,line-1 waypoint 008,waypoint,samawah:SAM-WPT-L1-008:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,samawah:SAM-WPT-L1-008:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-WPT-L1-008:wpt-10-cabinet-bench; samawah:SAM-TRK-L1-008:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-RS-L1-001:rs-30-traction-battery-control:VERIFY,samawah,SAM-RS-L1-001,line-1 trainset 001,rolling-stock,samawah:SAM-RS-L1-001:rs-30-traction-battery-control,rs-30-traction-battery-control,rolling-stock,samawah:SAM-RS-L1-001:qa-12-traction-brake-battery,qa-12-traction-brake-battery,systems integration,Bench and trainset-level functional tests accepted before dynamic movement.,pass,traction and energy assurance lead,"motor/inverter factory test, insulation resistance, BMS cell map, contactor test, thermal soak, brake-rate test",yes,samawah:SAM-RS-L1-001:rs-25-clip-on-body,38,rolling_stock_bom:38,rolling-stock acceptance and trainset release
samawah:SAM-SIG-009:wpt-10-cabinet-bench:VERIFY,samawah,SAM-SIG-009,station systems node line-1-0576-0419-s012139,signalling-comms,samawah:SAM-SIG-009:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,samawah:SAM-SIG-009:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-SW-016:sw-10-turnout-build:VERIFY,samawah,SAM-SW-016,sw-line-1-0985-0109-s025566-yd-14,switch,samawah:SAM-SW-016:sw-10-turnout-build,sw-10-turnout-build,track-civil,samawah:SAM-SW-016:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
samawah:SAM-TRK-L1-011:trk-30-trackform-rail:VERIFY,samawah,SAM-TRK-L1-011,line-1 section 011,track-section,samawah:SAM-TRK-L1-011:trk-30-trackform-rail,trk-30-trackform-rail,track-civil,samawah:SAM-TRK-L1-011:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,samawah:SAM-TRK-L1-011:trk-20-subgrade-drainage,5,project_kit:5,"civil, track, switch, and route-section acceptance"
samawah:SAM-WPT-L1-011:wpt-10-cabinet-bench:VERIFY,samawah,SAM-WPT-L1-011,line-1 waypoint 011,waypoint,samawah:SAM-WPT-L1-011:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,samawah:SAM-WPT-L1-011:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-SIG-007:wpt-20-install-commission:VERIFY,samawah,SAM-SIG-007,station systems node line-1-0493-0475-s009151,signalling-comms,samawah:SAM-SIG-007:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,samawah:SAM-SIG-007:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,samawah:SAM-SIG-007:wpt-10-cabinet-bench; samawah:SAM-TRK-L1-006:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
samawah:SAM-SW-014:sw-20-install-proof:VERIFY,samawah,SAM-SW-014,sw-line-1-0985-0109-s025566-yd-12,switch,samawah:SAM-SW-014:sw-20-install-proof,sw-20-install-proof,track-civil,samawah:SAM-SW-014:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,samawah:SAM-SW-014:sw-10-turnout-build; samawah:SAM-TRK-L1-013:trk-30-trackform-rail,4,project_kit:4,"civil, track, switch, and route-section acceptance"
samawah:SAM-TRK-L1-013:trk-20-subgrade-drainage:VERIFY,samawah,SAM-TRK-L1-013,line-1 section 013,track-section,samawah:SAM-TRK-L1-013:trk-20-subgrade-drainage,trk-20-subgrade-drainage,track-civil,samawah:SAM-TRK-L1-013:qa-21-earthworks-drainage,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.",pass,civil QA lead,"compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",yes,samawah:SAM-TRK-L1-013:trk-10-survey-utility,5,project_kit:5,"civil, track, switch, and route-section acceptance"
