material_uid,manufacturing_uid,city,asset_id,asset_name,asset_type,package_id,phase,bom_source,bom_ref,description,quantity_basis,make_buy_source,base_usd,cost_basis,traceability_required,evidence_required,material_status
samawah:SAM-WPT-L3-004:wpt-20-install-commission:MAT-004,samawah:SAM-WPT-L3-004:wpt-20-install-commission,samawah,SAM-WPT-L3-004,line-3 waypoint 004,waypoint,wpt-20-install-commission,wayside-systems,project_kit,wayside:mounting-hardware,wayside:mounting hardware,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-019:en-10-energy-build:MAT-001,samawah:SAM-EN-019:en-10-energy-build,samawah,SAM-EN-019,energy site at line-3-0493-0352-s009079,energy,en-10-energy-build,energy,project_kit,energy:pv-kit,energy:pv kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-019:en-10-energy-build:MAT-002,samawah:SAM-EN-019:en-10-energy-build,samawah,SAM-EN-019,energy site at line-3-0493-0352-s009079,energy,en-10-energy-build,energy,project_kit,energy:bess-kit,energy:bess kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-019:en-10-energy-build:MAT-003,samawah:SAM-EN-019:en-10-energy-build,samawah,SAM-EN-019,energy site at line-3-0493-0352-s009079,energy,en-10-energy-build,energy,project_kit,energy:charger,energy:charger,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-019:en-10-energy-build:MAT-004,samawah:SAM-EN-019:en-10-energy-build,samawah,SAM-EN-019,energy site at line-3-0493-0352-s009079,energy,en-10-energy-build,energy,project_kit,energy:switchgear,energy:switchgear,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-019:en-10-energy-build:MAT-005,samawah:SAM-EN-019:en-10-energy-build,samawah,SAM-EN-019,energy site at line-3-0493-0352-s009079,energy,en-10-energy-build,energy,project_kit,energy:protection-relays,energy:protection relays,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-019:en-10-energy-build:MAT-006,samawah:SAM-EN-019:en-10-energy-build,samawah,SAM-EN-019,energy site at line-3-0493-0352-s009079,energy,en-10-energy-build,energy,project_kit,energy:earthing,energy:earthing,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-003:rs-50-dynamic-commissioning:MAT-001,samawah:SAM-RS-L1-003:rs-50-dynamic-commissioning,samawah,SAM-RS-L1-003,line-1 trainset 003,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,project_kit,rolling-stock:commissioning-tools,rolling stock:commissioning tools,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-003:rs-50-dynamic-commissioning:MAT-002,samawah:SAM-RS-L1-003:rs-50-dynamic-commissioning,samawah,SAM-RS-L1-003,line-1 trainset 003,rolling-stock,rs-50-dynamic-commissioning,rolling-stock,project_kit,rolling-stock:test-instrumentation,rolling stock:test instrumentation,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-001,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B1,B1,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-002,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B2,B2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-003,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B3,B3,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-004,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B4,B4,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-005,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,B5,B5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-006,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T5,T5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-007,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T6,T6,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-008,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T11,T11,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-009,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,T18,T18,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-010,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E1,E1,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-011,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E2,E2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-008:rs-10-material-kit:MAT-012,samawah:SAM-RS-L1-008:rs-10-material-kit,samawah,SAM-RS-L1-008,line-1 trainset 008,rolling-stock,rs-10-material-kit,rolling-stock,rolling_stock_bom,E17,E17,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-018:wpt-10-cabinet-bench:MAT-001,samawah:SAM-SIG-018:wpt-10-cabinet-bench,samawah,SAM-SIG-018,station systems node line-3-0471-0521-s004727,signalling-comms,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:wsbc-cabinet,wayside:wsbc cabinet,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-018:wpt-10-cabinet-bench:MAT-002,samawah:SAM-SIG-018:wpt-10-cabinet-bench,samawah,SAM-SIG-018,station systems node line-3-0471-0521-s004727,signalling-comms,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:radio-kit,wayside:radio kit,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-018:wpt-10-cabinet-bench:MAT-003,samawah:SAM-SIG-018:wpt-10-cabinet-bench,samawah,SAM-SIG-018,station systems node line-3-0471-0521-s004727,signalling-comms,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:sensor-interface,wayside:sensor interface,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-018:wpt-10-cabinet-bench:MAT-004,samawah:SAM-SIG-018:wpt-10-cabinet-bench,samawah,SAM-SIG-018,station systems node line-3-0471-0521-s004727,signalling-comms,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:beacon-reader,wayside:beacon reader,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-SIG-018:wpt-10-cabinet-bench:MAT-005,samawah:SAM-SIG-018:wpt-10-cabinet-bench,samawah,SAM-SIG-018,station systems node line-3-0471-0521-s004727,signalling-comms,wpt-10-cabinet-bench,wayside-systems,project_kit,wayside:secure-element,wayside:secure element,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-017:st-10-civil-structure:MAT-001,samawah:SAM-ST-017:st-10-civil-structure,samawah,SAM-ST-017,البساتين الشرقية ال سيد طفار,station,st-10-civil-structure,stations,project_kit,station:civil-concrete,station:civil concrete,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-017:st-10-civil-structure:MAT-002,samawah:SAM-ST-017:st-10-civil-structure,samawah,SAM-ST-017,البساتين الشرقية ال سيد طفار,station,st-10-civil-structure,stations,project_kit,station:steel-canopy,station:steel canopy,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-017:st-10-civil-structure:MAT-003,samawah:SAM-ST-017:st-10-civil-structure,samawah,SAM-ST-017,البساتين الشرقية ال سيد طفار,station,st-10-civil-structure,stations,project_kit,station:platform-edge,station:platform edge,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-017:st-10-civil-structure:MAT-004,samawah:SAM-ST-017:st-10-civil-structure,samawah,SAM-ST-017,البساتين الشرقية ال سيد طفار,station,st-10-civil-structure,stations,project_kit,station:accessibility,station:accessibility,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-ST-017:st-10-civil-structure:MAT-005,samawah:SAM-ST-017:st-10-civil-structure,samawah,SAM-ST-017,البساتين الشرقية ال سيد طفار,station,st-10-civil-structure,stations,project_kit,station:drainage-earthing,station:drainage earthing,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L3-004:trk-30-trackform-rail:MAT-001,samawah:SAM-TRK-L3-004:trk-30-trackform-rail,samawah,SAM-TRK-L3-004,line-3 section 004,track-section,trk-30-trackform-rail,track-civil,project_kit,track-civil:rail,track civil:rail,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L3-004:trk-30-trackform-rail:MAT-002,samawah:SAM-TRK-L3-004:trk-30-trackform-rail,samawah,SAM-TRK-L3-004,line-3 section 004,track-section,trk-30-trackform-rail,track-civil,project_kit,track-civil:fasteners,track civil:fasteners,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L3-004:trk-30-trackform-rail:MAT-003,samawah:SAM-TRK-L3-004:trk-30-trackform-rail,samawah,SAM-TRK-L3-004,line-3 section 004,track-section,trk-30-trackform-rail,track-civil,project_kit,track-civil:slab-or-sleeper,track civil:slab or sleeper,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L3-004:trk-30-trackform-rail:MAT-004,samawah:SAM-TRK-L3-004:trk-30-trackform-rail,samawah,SAM-TRK-L3-004,line-3 section 004,track-section,trk-30-trackform-rail,track-civil,project_kit,track-civil:weld-consumables,track civil:weld consumables,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-TRK-L3-004:trk-30-trackform-rail:MAT-005,samawah:SAM-TRK-L3-004:trk-30-trackform-rail,samawah,SAM-TRK-L3-004,line-3 section 004,track-section,trk-30-trackform-rail,track-civil,project_kit,track-civil:bonding,track civil:bonding,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-018:en-20-energy-commission:MAT-001,samawah:SAM-EN-018:en-20-energy-commission,samawah,SAM-EN-018,energy site at line-3-0493-0475-s006126,energy,en-20-energy-commission,energy,project_kit,energy:commissioning-tools,energy:commissioning tools,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-018:en-20-energy-commission:MAT-002,samawah:SAM-EN-018:en-20-energy-commission,samawah,SAM-EN-018,energy site at line-3-0493-0475-s006126,energy,en-20-energy-commission,energy,project_kit,energy:scada-ems-config,energy:scada ems config,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-018:en-20-energy-commission:MAT-003,samawah:SAM-EN-018:en-20-energy-commission,samawah,SAM-EN-018,energy site at line-3-0493-0475-s006126,energy,en-20-energy-commission,energy,project_kit,energy:load-bank,energy:load bank,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-EN-018:en-20-energy-commission:MAT-004,samawah:SAM-EN-018:en-20-energy-commission,samawah,SAM-EN-018,energy site at line-3-0493-0475-s006126,energy,en-20-energy-commission,energy,project_kit,energy:charger-interface,energy:charger interface,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-001,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B1,B1,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-002,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B2,B2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-003,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B3,B3,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-004,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B4,B4,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-005,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B5,B5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-006,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B22,B22,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-007,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B23,B23,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-008,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B26,B26,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-009,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,B29,B29,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-010,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G1,G1,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-011,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G2,G2,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-012,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G3,G3,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-013,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G4,G4,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-014,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G5,G5,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-015,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G6,G6,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-016,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G7,G7,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-017,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G8,G8,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-018,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G9,G9,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-019,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G10,G10,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-020,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G11,G11,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-021,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G12,G12,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-022,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G13,G13,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-023,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G14,G14,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-024,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G15,G15,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-025,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G16,G16,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-026,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G17,G17,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
samawah:SAM-RS-L1-007:rs-20-carbody-bogie:MAT-027,samawah:SAM-RS-L1-007:rs-20-carbody-bogie,samawah,SAM-RS-L1-007,line-1 trainset 007,rolling-stock,rs-20-carbody-bogie,rolling-stock,rolling_stock_bom,G18,G18,per asset package,PROJECT_KIT,,Controlled project-kit placeholder; replace with detailed BOM row when available.,yes,"kit issue note, receiving inspection, lot/serial traceability where applicable",required
