evidence_id,city,asset_id,asset_name,asset_type,manufacturing_uid,package_id,phase,qa_uid,qa_gate_id,qa_stage,hold_point,required_result,release_authority,evidence_required,blocks_successors,predecessor_uids,material_count,material_sources,acceptance_use
mosul:MOS-EN-011:en-20-energy-commission:VERIFY,mosul,MOS-EN-011,energy site at line-2-0878-0767-s006031,energy,mosul:MOS-EN-011:en-20-energy-commission,en-20-energy-commission,energy,mosul:MOS-EN-011:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-EN-011:en-10-energy-build,4,project_kit:4,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-SIG-002:wpt-20-install-commission:VERIFY,mosul,MOS-SIG-002,station systems node line-1-0943-1104-s003013,signalling-comms,mosul:MOS-SIG-002:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,mosul:MOS-SIG-002:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-SIG-002:wpt-10-cabinet-bench; mosul:MOS-TRK-L1-001:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-ST-009:st-20-mep-passenger-systems:VERIFY,mosul,MOS-ST-009,line-1-0357-0466-s025555,station,mosul:MOS-ST-009:st-20-mep-passenger-systems,st-20-mep-passenger-systems,stations,mosul:MOS-ST-009:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-ST-009:st-10-civil-structure,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-SW-009:sw-20-install-proof:VERIFY,mosul,MOS-SW-009,sw-line-1-0120-0123-s034548-yd-07,switch,mosul:MOS-SW-009:sw-20-install-proof,sw-20-install-proof,track-civil,mosul:MOS-SW-009:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-SW-009:sw-10-turnout-build; mosul:MOS-TRK-L1-010:trk-30-trackform-rail,4,project_kit:4,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L1-008:trk-30-trackform-rail:VERIFY,mosul,MOS-TRK-L1-008,line-1 section 008,track-section,mosul:MOS-TRK-L1-008:trk-30-trackform-rail,trk-30-trackform-rail,track-civil,mosul:MOS-TRK-L1-008:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-TRK-L1-008:trk-20-subgrade-drainage,5,project_kit:5,"civil, track, switch, and route-section acceptance"
mosul:MOS-WPT-L1-004:wpt-20-install-commission:VERIFY,mosul,MOS-WPT-L1-004,line-1 waypoint 004,waypoint,mosul:MOS-WPT-L1-004:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,mosul:MOS-WPT-L1-004:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-WPT-L1-004:wpt-10-cabinet-bench; mosul:MOS-TRK-L1-004:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-SIG-005:wpt-10-cabinet-bench:VERIFY,mosul,MOS-SIG-005,station systems node line-1-0689-0861-s012094,signalling-comms,mosul:MOS-SIG-005:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,mosul:MOS-SIG-005:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-SW-012:sw-10-turnout-build:VERIFY,mosul,MOS-SW-012,sw-line-1-0120-0123-s034548-yd-10,switch,mosul:MOS-SW-012:sw-10-turnout-build,sw-10-turnout-build,track-civil,mosul:MOS-SW-012:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L1-010:trk-20-subgrade-drainage:VERIFY,mosul,MOS-TRK-L1-010,line-1 section 010,track-section,mosul:MOS-TRK-L1-010:trk-20-subgrade-drainage,trk-20-subgrade-drainage,track-civil,mosul:MOS-TRK-L1-010:qa-21-earthworks-drainage,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.",pass,civil QA lead,"compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",yes,mosul:MOS-TRK-L1-010:trk-10-survey-utility,5,project_kit:5,"civil, track, switch, and route-section acceptance"
mosul:MOS-WPT-L1-007:wpt-10-cabinet-bench:VERIFY,mosul,MOS-WPT-L1-007,line-1 waypoint 007,waypoint,mosul:MOS-WPT-L1-007:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,mosul:MOS-WPT-L1-007:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-SIG-003:wpt-20-install-commission:VERIFY,mosul,MOS-SIG-003,station systems node line-1-0831-1023-s006449,signalling-comms,mosul:MOS-SIG-003:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,mosul:MOS-SIG-003:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-SIG-003:wpt-10-cabinet-bench; mosul:MOS-TRK-L1-002:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-SW-010:sw-20-install-proof:VERIFY,mosul,MOS-SW-010,sw-line-1-0120-0123-s034548-yd-08,switch,mosul:MOS-SW-010:sw-20-install-proof,sw-20-install-proof,track-civil,mosul:MOS-SW-010:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-SW-010:sw-10-turnout-build; mosul:MOS-TRK-L1-010:trk-30-trackform-rail,4,project_kit:4,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L2-002:trk-10-survey-utility:VERIFY,mosul,MOS-TRK-L2-002,line-2 section 002,track-section,mosul:MOS-TRK-L2-002:trk-10-survey-utility,trk-10-survey-utility,track-civil,mosul:MOS-TRK-L2-002:qa-20-survey-geotech,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",pass,civil owner engineer,"topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,3,project_kit:3,"civil, track, switch, and route-section acceptance"
mosul:MOS-WPT-L1-005:wpt-20-install-commission:VERIFY,mosul,MOS-WPT-L1-005,line-1 waypoint 005,waypoint,mosul:MOS-WPT-L1-005:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,mosul:MOS-WPT-L1-005:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-WPT-L1-005:wpt-10-cabinet-bench; mosul:MOS-TRK-L1-005:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-EN-013:en-10-energy-build:VERIFY,mosul,MOS-EN-013,energy site at line-2-0764-0775-s009034,energy,mosul:MOS-EN-013:en-10-energy-build,en-10-energy-build,energy,mosul:MOS-EN-013:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,6,project_kit:6,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-RS-L1-002:rs-10-material-kit:VERIFY,mosul,MOS-RS-L1-002,line-1 trainset 002,rolling-stock,mosul:MOS-RS-L1-002:rs-10-material-kit,rs-10-material-kit,rolling-stock,mosul:MOS-RS-L1-002:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
mosul:MOS-SIG-006:wpt-10-cabinet-bench:VERIFY,mosul,MOS-SIG-006,station systems node line-1-0579-0751-s015416,signalling-comms,mosul:MOS-SIG-006:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,mosul:MOS-SIG-006:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-ST-011:st-10-civil-structure:VERIFY,mosul,MOS-ST-011,line-1-0120-0123-s034548,station,mosul:MOS-ST-011:st-10-civil-structure,st-10-civil-structure,stations,mosul:MOS-ST-011:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-TRK-L1-010:trk-10-survey-utility,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-SW-013:sw-10-turnout-build:VERIFY,mosul,MOS-SW-013,sw-line-1-0120-0123-s034548-yd-11,switch,mosul:MOS-SW-013:sw-10-turnout-build,sw-10-turnout-build,track-civil,mosul:MOS-SW-013:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L1-009:trk-30-trackform-rail:VERIFY,mosul,MOS-TRK-L1-009,line-1 section 009,track-section,mosul:MOS-TRK-L1-009:trk-30-trackform-rail,trk-30-trackform-rail,track-civil,mosul:MOS-TRK-L1-009:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-TRK-L1-009:trk-20-subgrade-drainage,5,project_kit:5,"civil, track, switch, and route-section acceptance"
mosul:MOS-WPT-L1-008:wpt-10-cabinet-bench:VERIFY,mosul,MOS-WPT-L1-008,line-1 waypoint 008,waypoint,mosul:MOS-WPT-L1-008:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,mosul:MOS-WPT-L1-008:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-EN-012:en-20-energy-commission:VERIFY,mosul,MOS-EN-012,energy site at line-2-0827-0790-s007300,energy,mosul:MOS-EN-012:en-20-energy-commission,en-20-energy-commission,energy,mosul:MOS-EN-012:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-EN-012:en-10-energy-build,4,project_kit:4,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-RS-L1-001:rs-20-carbody-bogie:VERIFY,mosul,MOS-RS-L1-001,line-1 trainset 001,rolling-stock,mosul:MOS-RS-L1-001:rs-20-carbody-bogie,rs-20-carbody-bogie,rolling-stock,mosul:MOS-RS-L1-001:qa-11-bogie-wheelset,qa-11-bogie-wheelset,subassembly,"Bogie frame, wheelset, bearing, brake, and suspension records accepted before bogie marriage.",pass,mechanical acceptance engineer,"bogie frame NDT, wheel profile and axle UT/MT, bearing certificate, brake static test, torque/fastener log",yes,mosul:MOS-RS-L1-001:rs-10-material-kit,29,rolling_stock_bom:29,rolling-stock acceptance and trainset release
mosul:MOS-RS-L1-001:rs-23-moulded-body-modules:VERIFY,mosul,MOS-RS-L1-001,line-1 trainset 001,rolling-stock,mosul:MOS-RS-L1-001:rs-23-moulded-body-modules,rs-23-moulded-body-modules,rolling-stock,mosul:MOS-RS-L1-001:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,mosul:MOS-RS-L1-001:rs-20-carbody-bogie,2,rolling_stock_bom:2,rolling-stock acceptance and trainset release
mosul:MOS-RS-L1-001:rs-25-clip-on-body:VERIFY,mosul,MOS-RS-L1-001,line-1 trainset 001,rolling-stock,mosul:MOS-RS-L1-001:rs-25-clip-on-body,rs-25-clip-on-body,rolling-stock,mosul:MOS-RS-L1-001:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,mosul:MOS-RS-L1-001:rs-23-moulded-body-modules,4,rolling_stock_bom:4,rolling-stock acceptance and trainset release
mosul:MOS-SIG-004:wpt-20-install-commission:VERIFY,mosul,MOS-SIG-004,station systems node line-1-0713-0959-s009456,signalling-comms,mosul:MOS-SIG-004:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,mosul:MOS-SIG-004:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-SIG-004:wpt-10-cabinet-bench; mosul:MOS-TRK-L1-003:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-ST-010:st-20-mep-passenger-systems:VERIFY,mosul,MOS-ST-010,line-1-0200-0309-s030054,station,mosul:MOS-ST-010:st-20-mep-passenger-systems,st-20-mep-passenger-systems,stations,mosul:MOS-ST-010:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-ST-010:st-10-civil-structure,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-SW-011:sw-20-install-proof:VERIFY,mosul,MOS-SW-011,sw-line-1-0120-0123-s034548-yd-09,switch,mosul:MOS-SW-011:sw-20-install-proof,sw-20-install-proof,track-civil,mosul:MOS-SW-011:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-SW-011:sw-10-turnout-build; mosul:MOS-TRK-L1-010:trk-30-trackform-rail,4,project_kit:4,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L2-001:trk-20-subgrade-drainage:VERIFY,mosul,MOS-TRK-L2-001,line-2 section 001,track-section,mosul:MOS-TRK-L2-001:trk-20-subgrade-drainage,trk-20-subgrade-drainage,track-civil,mosul:MOS-TRK-L2-001:qa-21-earthworks-drainage,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.",pass,civil QA lead,"compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",yes,mosul:MOS-TRK-L2-001:trk-10-survey-utility,5,project_kit:5,"civil, track, switch, and route-section acceptance"
mosul:MOS-WPT-L1-006:wpt-20-install-commission:VERIFY,mosul,MOS-WPT-L1-006,line-1 waypoint 006,waypoint,mosul:MOS-WPT-L1-006:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,mosul:MOS-WPT-L1-006:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-WPT-L1-006:wpt-10-cabinet-bench; mosul:MOS-TRK-L1-006:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-SIG-007:wpt-10-cabinet-bench:VERIFY,mosul,MOS-SIG-007,station systems node line-1-0565-0647-s018537,signalling-comms,mosul:MOS-SIG-007:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,mosul:MOS-SIG-007:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-SW-014:sw-10-turnout-build:VERIFY,mosul,MOS-SW-014,sw-line-1-0120-0123-s034548-yd-12,switch,mosul:MOS-SW-014:sw-10-turnout-build,sw-10-turnout-build,track-civil,mosul:MOS-SW-014:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L2-003:trk-10-survey-utility:VERIFY,mosul,MOS-TRK-L2-003,line-2 section 003,track-section,mosul:MOS-TRK-L2-003:trk-10-survey-utility,trk-10-survey-utility,track-civil,mosul:MOS-TRK-L2-003:qa-20-survey-geotech,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",pass,civil owner engineer,"topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,3,project_kit:3,"civil, track, switch, and route-section acceptance"
mosul:MOS-WPT-L1-009:wpt-10-cabinet-bench:VERIFY,mosul,MOS-WPT-L1-009,line-1 waypoint 009,waypoint,mosul:MOS-WPT-L1-009:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,mosul:MOS-WPT-L1-009:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-SIG-005:wpt-20-install-commission:VERIFY,mosul,MOS-SIG-005,station systems node line-1-0689-0861-s012094,signalling-comms,mosul:MOS-SIG-005:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,mosul:MOS-SIG-005:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-SIG-005:wpt-10-cabinet-bench; mosul:MOS-TRK-L1-004:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-SW-012:sw-20-install-proof:VERIFY,mosul,MOS-SW-012,sw-line-1-0120-0123-s034548-yd-10,switch,mosul:MOS-SW-012:sw-20-install-proof,sw-20-install-proof,track-civil,mosul:MOS-SW-012:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-SW-012:sw-10-turnout-build; mosul:MOS-TRK-L1-010:trk-30-trackform-rail,4,project_kit:4,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L1-010:trk-30-trackform-rail:VERIFY,mosul,MOS-TRK-L1-010,line-1 section 010,track-section,mosul:MOS-TRK-L1-010:trk-30-trackform-rail,trk-30-trackform-rail,track-civil,mosul:MOS-TRK-L1-010:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-TRK-L1-010:trk-20-subgrade-drainage,5,project_kit:5,"civil, track, switch, and route-section acceptance"
mosul:MOS-WPT-L1-007:wpt-20-install-commission:VERIFY,mosul,MOS-WPT-L1-007,line-1 waypoint 007,waypoint,mosul:MOS-WPT-L1-007:wpt-20-install-commission,wpt-20-install-commission,wayside-systems,mosul:MOS-WPT-L1-007:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-WPT-L1-007:wpt-10-cabinet-bench; mosul:MOS-TRK-L1-007:trk-30-trackform-rail,4,project_kit:4,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-EN-014:en-10-energy-build:VERIFY,mosul,MOS-EN-014,energy site at line-2-0690-0865-s011698,energy,mosul:MOS-EN-014:en-10-energy-build,en-10-energy-build,energy,mosul:MOS-EN-014:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,6,project_kit:6,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-RS-L1-003:rs-10-material-kit:VERIFY,mosul,MOS-RS-L1-003,line-1 trainset 003,rolling-stock,mosul:MOS-RS-L1-003:rs-10-material-kit,rs-10-material-kit,rolling-stock,mosul:MOS-RS-L1-003:qa-10-carbody-structure,qa-10-carbody-structure,fabrication,"Dimensional survey, weld traceability, NDT sample, corrosion-protection record, and crash/load evidence accepted before fit-out.",pass,rolling-stock QA lead,"EN 15085 weld pack, welder qualifications, material certificates, dimensional report, NDT report, coating record",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,12,rolling_stock_bom:12,rolling-stock acceptance and trainset release
mosul:MOS-SIG-008:wpt-10-cabinet-bench:VERIFY,mosul,MOS-SIG-008,station systems node line-1-0496-0506-s022046,signalling-comms,mosul:MOS-SIG-008:wpt-10-cabinet-bench,wpt-10-cabinet-bench,wayside-systems,mosul:MOS-SIG-008:qa-26-wayside-comms-safety,qa-26-wayside-comms-safety,systems commissioning,"Wayside hardware, comms resilience, switch control, intrusion verdicts, passenger systems, and cybersecurity accepted before trial running.",pass,systems assurance lead,"W-SBC identity register, radio coverage, switch proof test, sensor calibration, CCTV/fare-system test, penetration-test closeout",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,5,project_kit:5,"wayside, W-SBC, comms, sensors, and cyber acceptance"
mosul:MOS-ST-012:st-10-civil-structure:VERIFY,mosul,MOS-ST-012,line-2-1100-0681-s000000,station,mosul:MOS-ST-012:st-10-civil-structure,st-10-civil-structure,stations,mosul:MOS-ST-012:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-TRK-L2-001:trk-10-survey-utility,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
